direccion,latitud,longitud,distrito,tipo_contenedor
"San Roberto 175, Lince 15046, Peru",-12.082334392437698,-77.02756420956999,LINCE,RAEE
"C. Las Begonias 2767, Lince 15046, Peru",-12.090025302943552,-77.02464281572944,LINCE,Aceite usado
"Av. Crnel Jose Leal 1062, La Victoria 15073, Peru",-12.085881268508878,-77.04360331752936,LINCE,Soterrado
"Jr. Emilio Althaus 552, Lince 15046, Peru",-12.080446347300644,-77.03139315373762,LINCE,Soterrado
"Residencial Eucaliptos, Jr. Brigadier Mateo Pumacahua 2563, Lima 15073, Peru",-12.087404784432607,-77.04286260829586,LINCE,Reciclaje
"C. Las Begonias 2679, Lince 15046, Peru",-12.089249158940932,-77.02504284404863,LINCE,Reciclaje
"C. Las Amapolas 101, Lince 15046, Peru",-12.085561082036245,-77.02760227146274,LINCE,Reciclaje
"Calle Luis Pasteur 1450, Lima 15073, Peru",-12.091412722706211,-77.04583231694083,LINCE,Superficial
"Jr. Comandante Manuel Villavicencio 1340, Lima 15073, Peru",-12.089466140790584,-77.04486215317495,LINCE,Soterrado
"Orquídeas, Lince 15046, Peru",-12.091423555960182,-77.02811825388807,LINCE,Aceite usado
"Av. Francisco Lazo 1554, Lince 15046, Peru",-12.079731718156156,-77.03104281415949,LINCE,Reciclaje
"Calle Ricardo, Av. Ricardo Rivera Navarrete 2519, Lince 15046, Peru",-12.08832073777506,-77.02740622233581,LINCE,Superficial
"C. Los Geranios 325, Lince 15046, Peru",-12.090221477731143,-77.02678184175775,LINCE,Superficial
"DIPROXER SAC, Jr. Juan Bielovucic, Lince 15073, Peru",-12.089101666547096,-77.04493024738493,LINCE,Soterrado
"Jr. Mrcal. William Miller 1764, Lince 15073, Peru",-12.082233181981868,-77.03724757525114,LINCE,Soterrado
"Jiron Gral. Cordova Elespuru 2043, Lince 15073, Peru",-12.085884082258987,-77.0383349090109,LINCE,RAEE
"Jr. Garcilaso de la Vega 2142, Lince 15073, Peru",-12.08693038382221,-77.04056572440287,LINCE,RAEE
"Av. Guillermo Prescott 226, Lince 15076, Peru",-12.090906744890251,-77.04768819796274,LINCE,Soterrado
"Bosque Castilla, Jr. Comandante Manuel Villavicencio 1235, Lince 15073, Peru",-12.0886543718336,-77.0436062017919,LINCE,Superficial
"Jirón Garcilaso de la Vega 1681, Lince 15073, Peru",-12.082265778730068,-77.04089423743115,LINCE,Reciclaje
"Jirón Coronel Manuel Gómez 337, Lince 15073, Peru",-12.081621667606438,-77.03873810312663,LINCE,RAEE
"Pje Ostolaza 141, Lince 15046, Peru",-12.08215911907378,-77.03012041474459,LINCE,Reciclaje
"Av. Javier Prado Este 562, San Isidro 15046, Peru",-12.09149151955038,-77.02756745310533,LINCE,Superficial
"Av. Julio César Tello 1438, Lince 15073, Peru",-12.087242691108475,-77.04651610511738,LINCE,Superficial
"Av. Prol. Iquitos 1899, Lince 15046, Peru",-12.08256322938237,-77.0281130227895,LINCE,Reciclaje
"Jr. Coronel Domingo Casanova 239, Lince 15046, Peru",-12.089570012094937,-77.03322929593664,LINCE,Aceite usado
"Jr. Comandante Manuel Villavicencio 785, Lince 15073, Peru",-12.08901537383134,-77.04003141343752,LINCE,Reciclaje
"Jirón Garcilaso de la Vega 1670, Lince 15073, Peru",-12.082394994624163,-77.04115467665771,LINCE,Superficial
"dpto. 402, Jirón Belisario Flores 220, Lince 15073, Peru",-12.081392722841525,-77.03762732653453,LINCE,Reciclaje
"C. Las Begonias 2711, Lince 15046, Peru",-12.089802190794456,-77.02483178126744,LINCE,Aceite usado
"Jirón Pedro Conde 445, Lince 15046, Peru",-12.08756529269844,-77.03157150691663,LINCE,RAEE
"Jirón Francisco de Zela 1571, Lince 15073, Peru",-12.081165147034882,-77.0401194025235,LINCE,Aceite usado
"Av. Prol. Iquitos 2340, Lince 15046, Peru",-12.086776131232224,-77.02889886294192,LINCE,Aceite usado
"Jr. Emilio Althaus 890, Lima 15046, Peru",-12.08004008767422,-77.0279843805332,LINCE,Reciclaje
"Av. Crnel Jose Leal 466, Lince 15073, Peru",-12.08493015466344,-77.03862716697616,LINCE,RAEE
"C. Los Geranios 428, Lince 15046, Peru",-12.090131996135815,-77.02564436837912,LINCE,RAEE
"Jirón José Pezet y Monel 1855, Lince 15073, Peru",-12.084063001358224,-77.04258014914959,LINCE,RAEE
"Tingua 259, Lince 15046, Peru",-12.088117469070152,-77.03025411031058,LINCE,RAEE
"WX64+MV2, Lince 15073, Peru",-12.088308849617516,-77.04261785231225,LINCE,Soterrado
"XXHH+R4 Rimac, Peru",-12.020425710292844,-77.02223731698041,RIMAC,Aceite usado
"XXC8+4M8, Lima 15093, Peru",-12.029701747757189,-77.03364950841254,RIMAC,RAEE
"Av. Túpac Amaru 210, Rímac 15333, Peru",-12.020655336759845,-77.04766106572197,RIMAC,Soterrado
"Jr. Madera 401, Rímac 15093, Peru",-12.038799553119633,-77.0241099209852,RIMAC,Aceite usado
"San Antonio Oeste 531, Rímac 15094, Peru",-12.025509554591595,-77.0361529122175,RIMAC,RAEE
"XXHF+4P4, Av. A 300, Rímac 15096, Peru",-12.02221614394768,-77.0256003240383,RIMAC,Aceite usado
"Jr. Loreto 290, Lima 15093, Peru",-12.042970256306964,-77.0274244692983,RIMAC,RAEE
"XXJG+JWM, Rimac 15096, Peru",-12.018885989186469,-77.02346301765657,RIMAC,Soterrado
"XXM7+QJ Rimac, Peru",-12.01556291522236,-77.03598001657153,RIMAC,Superficial
"XXRF+76 Rimac, Peru",-12.00927820848511,-77.02690317375479,RIMAC,Aceite usado
"Av. Samuel Alcázar 714, Lima 15094, Peru",-12.027837678295889,-77.03180036884125,RIMAC,Superficial
"XXG5+WJC, Lima 15094, Peru",-12.02203870765258,-77.04181262714759,RIMAC,Superficial
"Paita 514, Lima 15093, Peru",-12.037538984656804,-77.02996552656782,RIMAC,Soterrado
"Ricardo Bentin 556, Rímac 15094, Peru",-12.029296237256125,-77.03585074090898,RIMAC,Soterrado
"XX96+HG3, Totorita, Lima 15094, Peru",-12.031479724972638,-77.03859193631416,RIMAC,RAEE
"Jirón Cajamarca 397, Lima 15093, Peru",-12.040263539159156,-77.02529316428526,RIMAC,Aceite usado
"XXJ2+RR7, Lima 15333, Peru",-12.018354681805471,-77.04771037389423,RIMAC,Soterrado
"Av. Francisco Pizarro 322, Rímac 15093, Peru",-12.03876659745807,-77.03144428585408,RIMAC,Reciclaje
"Los Cedros 535, Chaclacayo 15472, Peru",-11.978857199745278,-76.77127700527718,CHACLACAYO,RAEE
"253X+4Q Chaclacayo, Peru",-11.99719414420328,-76.80056240547383,CHACLACAYO,Superficial
"267F+CF Chaclacayo, Peru",-11.986461397387831,-76.7763366207587,CHACLACAYO,Reciclaje
"2769+PJ Chaclacayo, Peru",-11.988135373789714,-76.73096016833965,CHACLACAYO,Aceite usado
"X6H9+V4 Chaclacayo, Peru",-12.020335201046237,-76.78222037066965,CHACLACAYO,Aceite usado
"27H9+38 Chaclacayo, Peru",-11.972298702341831,-76.73166675437027,CHACLACAYO,RAEE
"X6QV+FR Chaclacayo, Peru",-12.011367076395349,-76.75539278932163,CHACLACAYO,Soterrado
"X6V8+6M Chaclacayo, Peru",-12.006945169469375,-76.78331929820003,CHACLACAYO,Reciclaje
"X6W4+X9 Ate, Peru",-12.00262110814505,-76.79403366665578,CHACLACAYO,Superficial
"C. E 88, Chaclacayo 15472, Peru",-11.99048643796628,-76.79652138049441,CHACLACAYO,Soterrado
"2725+PR Chaclacayo, Peru",-11.998234773221265,-76.74049018486251,CHACLACAYO,Aceite usado
"2777+74 Chaclacayo, Peru",-11.986819064602168,-76.73719278140123,CHACLACAYO,Soterrado
"2679+RRW, Av. las Cumbres, Chaclacayo 15472, Peru",-11.985344178034618,-76.78154294815828,CHACLACAYO,Reciclaje
"264R+FG Chaclacayo, Peru",-11.99385478796122,-76.75863483832208,CHACLACAYO,Soterrado
"2687+58 Chaclacayo, Peru",-11.984559429861577,-76.78673113532915,CHACLACAYO,Soterrado
"2627+JX Chaclacayo, Peru",-11.99849071675016,-76.78500761490089,CHACLACAYO,Reciclaje
"26CX+P7 Chaclacayo, Peru",-11.978200387509872,-76.75183871772417,CHACLACAYO,Aceite usado
"Av. Nicolás Ayllón 232, Chaclacayo 15472, Peru",-11.97748394719508,-76.78052757081602,CHACLACAYO,Aceite usado
"Pascal 214, Lima 15038, Peru",-12.11366639199048,-77.00225492863632,SURQUILLO,Superficial
"int. 103-104, Jr. Dante 750, Surquillo 15047, Peru",-12.113993757343044,-77.02318808715548,SURQUILLO,Soterrado
"Octavio Paz 165, Lima 15038, Peru",-12.113971608581924,-77.00633144975383,SURQUILLO,Aceite usado
"VXRQ+787, Lima 15036, Peru",-12.10942140122753,-77.01174892707263,SURQUILLO,Soterrado
"Av. Angamos Este 1507, Surquillo 15048, Peru",-12.110911624546558,-77.01554081318825,SURQUILLO,RAEE
"Avenida Principal 759, Surquillo 15038, Peru",-12.118514417581316,-77.00475312596082,SURQUILLO,RAEE
"Avenida Principal 398, Surquillo 15038, Peru",-12.114751677823806,-77.00703819726954,SURQUILLO,RAEE
"C. 32 178, Lima 15036, Peru",-12.10815423616198,-77.01383676630161,SURQUILLO,Aceite usado
"Av. República de Panamá 4604, Surquillo 15047, Peru",-12.110896557762215,-77.01876364929944,SURQUILLO,RAEE
"Sta. Rosa 276, Lima 15047, Peru",-12.117629579546238,-77.02361474728316,SURQUILLO,Superficial
"Edificio Corporativo, Ca. Domingo Lujan 1130, Lima 15074, Peru",-12.108981713270794,-77.01590348825755,SURQUILLO,Aceite usado
"Av. San Felipe 1056, Surquillo 15048, Peru",-12.110222636266847,-77.01619939012687,SURQUILLO,RAEE
"Av. Santiago de Surco 1999, Surquillo 15038, Peru",-12.120819419867814,-77.00626043312701,SURQUILLO,RAEE
"Av. Angamos Este 1869, Surquillo 15036, Peru",-12.112180938621195,-77.01044212698083,SURQUILLO,Reciclaje
"C. Jorge Isaac 150, Surquillo 15036, Peru",-12.111534502602458,-77.01009237436865,SURQUILLO,Reciclaje
"Descartes 184, Lima 15038, Peru",-12.113191341147935,-77.00171331532334,SURQUILLO,Aceite usado
"Av. República de Panamá 5217, Surquillo 15047, Peru",-12.1162405994415,-77.01833912155423,SURQUILLO,Soterrado
"Av. República de Panamá 4397, Surquillo 15047, Peru",-12.10883802998113,-77.01840631364807,SURQUILLO,RAEE
"Av. Mariscal Antonio Jose de Sucre 252, Miraflores 15073, Peru",-12.111724453411748,-77.04048038417024,MIRAFLORES,Superficial
"C. Jose Felix Olcay 233, Lima 15047, Peru",-12.122603935197729,-77.0225797567492,MIRAFLORES,RAEE
"G Aparicio Gomez S 413, Lima 15048, Peru",-12.126584788318436,-77.00910648490223,MIRAFLORES,Soterrado
"Ca. Arica 106, Lima 15074, Peru",-12.118866799164614,-77.03569478012767,MIRAFLORES,RAEE
"Av. José Larco 1101, Miraflores 15074, Peru",-12.12890403387671,-77.02962229090102,MIRAFLORES,RAEE
"Pje. Juana Alarco de Dammert 231, Miraflores 15074, Peru",-12.110541805382448,-77.03531540301815,MIRAFLORES,Soterrado
"C. Independencia 745, Miraflores 15074, Peru",-12.112205600719475,-77.03243768041594,MIRAFLORES,Reciclaje
"Ca. General Vargas Machuca 635, Lima 15047, Peru",-12.12215136307348,-77.0187122171262,MIRAFLORES,Aceite usado
"Av. José Pardo 1540, Miraflores 15074, Peru",-12.118765174548376,-77.04334447561554,MIRAFLORES,Reciclaje
"Av Roca y Boloña 1271, Lima 15048, Peru",-12.117879502254976,-77.00932234311948,MIRAFLORES,Reciclaje
"Av. José Larco 235, Miraflores 15074, Peru",-12.120164814635444,-77.02877458787003,MIRAFLORES,Aceite usado
"Lima Ibis Larco Miraflores, Miraflores 15074, Peru",-12.129162206737618,-77.02972882382987,MIRAFLORES,Soterrado
"Parque Clorinda Matto de Turner, VXVC+XMP, Miraflores 15046, Peru",-12.104984633931346,-77.0282226094821,MIRAFLORES,Superficial
"C. Los Capulies 676, Miraflores 15048, Peru",-12.125939220758625,-77.00652431673979,MIRAFLORES,Reciclaje
"Av. Casimiro Ulloa 171, Lima 15047, Peru",-12.123172306391456,-77.0204512287965,MIRAFLORES,RAEE
"Av. Angamos Oeste 875, Miraflores 15704, Peru",-12.114305746433317,-77.03780436982618,MIRAFLORES,RAEE
"C. María Parado de Bellido 162, Miraflores 15074, Peru",-12.110543986023462,-77.03101747909632,MIRAFLORES,RAEE
"Av. Santiago de Surco 2270, Miraflores 15048, Peru",-12.123782947354051,-77.00494428137047,MIRAFLORES,RAEE
"Ca. Diego Ferré 238, Miraflores 15074, Peru",-12.128945661309888,-77.03345675624765,MIRAFLORES,Aceite usado
"Genaro Castro Iglesias 550, Miraflores 15048, Peru",-12.124766757411017,-77.01469569403288,MIRAFLORES,RAEE
"Home, Av Mariscal Ramón Castilla 352, Lima 15048, Peru",-12.12247832240414,-77.01522874832715,MIRAFLORES,RAEE
"Av. Jose Pardo y Barreda 1560, Miraflores 15074, Peru",-12.118720002286086,-77.04365503085485,MIRAFLORES,Reciclaje
"C. Jose Felix Olcay 475, Miraflores 15047, Peru",-12.123628383515587,-77.02409026390632,MIRAFLORES,Superficial
"C. Francisco de Paula Ugarriza 231, Miraflores 15047, Peru",-12.12468080598391,-77.01916170872984,MIRAFLORES,Aceite usado
"VWQW+68H, Miraflores 15074, Peru",-12.111772898715126,-77.05515972678195,MIRAFLORES,Superficial
"Av. Ricardo Palma 248, Miraflores 15046, Peru",-12.119462711372892,-77.02808658695257,MIRAFLORES,Soterrado
"Santa Isabel 321, Miraflores 15074, Peru",-12.132010562414257,-77.0276895102647,MIRAFLORES,Soterrado
"Genaro Castro Iglesias 840, Miraflores 15048, Peru",-12.126482134273395,-77.01370175449838,MIRAFLORES,Aceite usado
"Av. Angamos Este 476, Miraflores 15046, Peru",-12.113679227768342,-77.02664768084243,MIRAFLORES,Superficial
"Av. P.º de la República 3965, Surquillo 15047, Peru",-12.103695084493127,-77.02740732709826,MIRAFLORES,RAEE
"C. Bellavista 169, Lima 15074, Peru",-12.120465159625391,-77.03187139504828,MIRAFLORES,RAEE
"Av. 15 de Enero 625, Lima 15047, Peru",-12.126817353497891,-77.01974108071732,MIRAFLORES,Soterrado
"Mal. Balta cuadra 9, Miraflores 15074, Peru",-12.1252474161485,-77.03350196633485,MIRAFLORES,Soterrado
"C. Contralmirante Villar 660, Miraflores 15074, Peru",-12.115423073693336,-77.04750088182189,MIRAFLORES,RAEE
"Av. Arequipa 4617, Miraflores 15074, Peru",-12.111655107215253,-77.02997120572009,MIRAFLORES,Reciclaje
"VXP2+27G, Miraflores 15074, Peru",-12.114788797911848,-77.04943050404354,MIRAFLORES,Superficial
"Av. P.º de la República 6027, Miraflores 15047, Peru",-12.127700578733076,-77.02333191531291,MIRAFLORES,Aceite usado
"C. Cantuarias 148, Miraflores 15074, Peru",-12.121457284262284,-77.02844932910617,MIRAFLORES,RAEE
"C/ Teniente Raúl Vera Collahuanzo 146, Lima 15048, Peru",-12.1276128776443,-77.00494661410028,MIRAFLORES,Soterrado
"Calle Alcanfores 831, Lima 15074, Peru",-12.127795305137148,-77.02812577096344,MIRAFLORES,Soterrado
"Calle Almte. Miguel Grau 398, Miraflores 15074, Peru",-12.122252555669569,-77.03509227605538,MIRAFLORES,RAEE
"C. Manco Cápac 846, Miraflores 15074, Peru",-12.129618778692652,-77.025447966348,MIRAFLORES,Reciclaje
"Ca. Gral. Borgoño 411, Miraflores 15074, Peru",-12.115783797581814,-77.0336618565545,MIRAFLORES,Aceite usado
"Ca. Diego Ferré 660, Santiago de Surco 15074, Peru",-12.130347675131944,-77.03040759834514,MIRAFLORES,Reciclaje
"Marqués de Torre Tagle 161, Miraflores 15074, Peru",-12.118314960687549,-77.03959032058034,MIRAFLORES,Superficial
"VXJ3+9VW, Mal. de la Marina, Miraflores 15074, Peru",-12.119366888929854,-77.04548534482943,MIRAFLORES,Soterrado
"C. Los Capulies 717, Miraflores 15048, Peru",-12.12492477854625,-77.00681126810089,MIRAFLORES,Soterrado
"C. Tripoli 345, Miraflores 15074, Peru",-12.1246727492069,-77.03643066091065,MIRAFLORES,Superficial
"Puente José Domingo Orué, C. José Domingo Orué 581-511, Miraflores 15046, Peru",-12.108863273625676,-77.02641880756174,MIRAFLORES,RAEE
"Ca. Schell 657, Miraflores 15074, Peru",-12.123572599528872,-77.02535093041432,MIRAFLORES,Soterrado
"Petit Thouars, Miraflores 15074, Peru",-12.117380286649524,-77.02829992462321,MIRAFLORES,Soterrado
"G Aparicio Gomez S 631, Lima 15048, Peru",-12.123841490439869,-77.00695691508832,MIRAFLORES,Aceite usado
"Ca. los Pinos 196, Miraflores 15074, Peru",-12.124073640741702,-77.03072814742077,MIRAFLORES,Reciclaje
"Av. José Pardo 909, Miraflores 15074, Peru",-12.119171742194291,-77.03807732528787,MIRAFLORES,Reciclaje
"Av Diagonal 176, Miraflores 15074, Peru",-12.12001915661849,-77.02959014017785,MIRAFLORES,Soterrado
"Av. Angamos Oeste 950, Miraflores 15074, Peru",-12.113436377770334,-77.03881454674917,MIRAFLORES,Aceite usado
"Av. del Ejército 1010, Miraflores 15074, Peru",-12.11227260128841,-77.04917164520178,MIRAFLORES,Soterrado
"Av. Paseo de la República 3896, Miraflores 15046, Peru",-12.104296966249535,-77.02765822920358,MIRAFLORES,RAEE
"C. Contralmirante Villar 790, Miraflores 15074, Peru",-12.114388326941478,-77.04837580636735,MIRAFLORES,Aceite usado
"Av. del Ejército 1023, Miraflores 15046, Peru",-12.11240811716183,-77.04969797407585,MIRAFLORES,Aceite usado
"Av. Vasco Núñez de Balboa 649, Miraflores 15074, Peru",-12.130194537376324,-77.02491889128996,MIRAFLORES,Aceite usado
"Las Fresas 730, Lima 15048, Peru",-12.124171322481017,-77.00543851866887,MIRAFLORES,Aceite usado
"Sta. María 155, Miraflores 15074, Peru",-12.107983046063246,-77.03493012625908,MIRAFLORES,Reciclaje
"C. Independencia 275, Lima 15304, Peru",-12.117180871579112,-77.03272287364837,MIRAFLORES,Reciclaje
"C. Independencia 438, Miraflores 15074, Peru",-12.115523524747356,-77.03222162452194,MIRAFLORES,Aceite usado
"Av. Gral. Córdova 165, Miraflores 15074, Peru",-12.116107599519024,-77.04206715229823,MIRAFLORES,Superficial
"C. María Parado de Bellido 233, Miraflores 15074, Peru",-12.110828610998418,-77.0318882227665,MIRAFLORES,RAEE
"Av. Ricardo Palma 1450, Miraflores 15048, Peru",-12.12369089483688,-77.01537169522194,MIRAFLORES,Reciclaje
"OFICINA 208, Av. del Ejército Nº735, Miraflores 15074, Peru",-12.114429362077876,-77.04722764408359,MIRAFLORES,Aceite usado
"C. Parque Armendáriz 175, Miraflores 15074, Peru",-12.134834965009698,-77.02417657839491,MIRAFLORES,Reciclaje
"Av. P.º de la República 5895, Miraflores 15047, Peru",-12.124892351128564,-77.02358119697683,MIRAFLORES,Superficial
"C. Luis A. Garcia Rojas 250, Miraflores 15048, Peru",-12.126597329302186,-77.00412910629531,MIRAFLORES,Superficial
"Scipión Llona 336, Lima 15046, Peru",-12.106957289162802,-77.02847200398928,MIRAFLORES,RAEE
"Ca. Arica 255, Miraflores 15074, Peru",-12.117395651901312,-77.03601361950246,MIRAFLORES,Reciclaje
"C. Soldado Yenuri Chiaguala Cruz 125, Miraflores 15048, Peru",-12.12605705801237,-77.0041898354107,MIRAFLORES,Soterrado
"Ca. Arica 1090, Miraflores 15074, Peru",-12.109374258994348,-77.03460974091529,MIRAFLORES,Reciclaje
"Christy Apartment, Av. Angamos Oeste 1332, Miraflores 15073, Peru",-12.1119618445496,-77.04134031040205,MIRAFLORES,Soterrado
"C. Las Moras 150, Lima 15048, Peru",-12.120015310725574,-77.01073324984874,MIRAFLORES,Soterrado
"Guillermo Gastañeta 171, Lima 15048, Peru",-12.123870551572915,-77.01144063646207,MIRAFLORES,Reciclaje
"Av. José Pardo 1101, Miraflores 15074, Peru",-12.119557014977817,-77.0402679153169,MIRAFLORES,Reciclaje
"Mal. Santiago Figueredo 958, La Punta 07021, Peru",-12.06749585126433,-77.15910268219908,LA PUNTA,Superficial
"WRGQ+G8J, La Punta 07021, Peru",-12.073859244915234,-77.16156147954547,LA PUNTA,Aceite usado
"WRHJ+HJ, La Punta 07021, Peru",-12.070620662102831,-77.16816792514318,LA PUNTA,Reciclaje
"Jirón Saenz Peña 350, La Punta 07021, Peru",-12.072476368576384,-77.16394057527309,LA PUNTA,Superficial
"WRHP+W86, Mal. Santiago Figueredo, La Punta 07021, Peru",-12.07033352864557,-77.16406813202977,LA PUNTA,Reciclaje
"WRHJ+HJ, La Punta 07021, Peru",-12.07151818299421,-77.16867184309963,LA PUNTA,RAEE
"Tovar 569, La Punta 07021, Peru",-12.072647431160291,-77.1595438376145,LA PUNTA,Soterrado
"Tovar 350, La Punta 07021, Peru",-12.073579197481571,-77.16062485340473,LA PUNTA,RAEE
"WRGJ+J3M, C. 24, La Punta 07021, Peru",-12.072352413263852,-77.17000822650897,LA PUNTA,Superficial
"WRGP+4M7, Tovar, La Punta 07021, Peru",-12.074754829922972,-77.16324695068404,LA PUNTA,RAEE
"WRGP+4M7, Tovar, La Punta 07021, Peru",-12.075033897139232,-77.16335114287637,LA PUNTA,Reciclaje
"Av. Miguel Grau 821, La Punta 07021, Peru",-12.069037979248725,-77.15948372277549,LA PUNTA,RAEE
"WRJR+6H8, Mal. Wiese, Callao 07021, Peru",-12.069788808112811,-77.15749894013895,LA PUNTA,Reciclaje
"Av. Coronel Bolognesi 302, La Punta 07021, Peru",-12.071474880742274,-77.16337399348839,LA PUNTA,Reciclaje
"en el malecon Lima, WRGM+8VF, La Punta 07021, Peru",-12.07420472243411,-77.16510451050114,LA PUNTA,RAEE
"WRHM+JH5, Mal. Santiago Figueredo, La Punta 07021, Peru",-12.070987755755931,-77.16604848388418,LA PUNTA,Superficial
"WRHM+HHQ, Medina, La Punta 07021, Peru",-12.071237876382927,-77.16654950931002,LA PUNTA,Reciclaje
"Mal. Santiago Figueredo 670, La Punta 07021, Peru",-12.06873069962942,-77.1614134891261,LA PUNTA,Superficial
"Senda La Luna 160, Pueblo Libre 15084, Peru",-12.068973699766376,-77.07484956400901,PUEBLO LIBRE,Aceite usado
"Ca. Juan Roberto Acevedo 206, Pueblo Libre 15084, Peru",-12.079444119017529,-77.064715719666,PUEBLO LIBRE,Soterrado
"Cnel. Ernesto Odriozola 167, Lima 15084, Peru",-12.0836297641859,-77.06139681059071,PUEBLO LIBRE,Superficial
"Jr. Cartagena 240, Pueblo Libre 15084, Peru",-12.068706178545412,-77.06978845421979,PUEBLO LIBRE,Reciclaje
"Ca. María Parado de Bellido 171, Pueblo Libre 15084, Peru",-12.079444269931884,-77.0594378485411,PUEBLO LIBRE,Superficial
"Juan Pablo Fernandini 251, Pueblo Libre 15084, Peru",-12.06918410879577,-77.0513616871302,PUEBLO LIBRE,Soterrado
"Av Antonio José de Sucre 559, Pueblo Libre 15084, Peru",-12.076547545724702,-77.06388734773753,PUEBLO LIBRE,Soterrado
"Abraham Valdelomar 595, Pueblo Libre 15084, Peru",-12.07224135563292,-77.06728746278837,PUEBLO LIBRE,Soterrado
"Residencial La Mar II, Av. Manuel Cipriano Dulanto 1419, Pueblo Libre 15084, Peru",-12.077755168757015,-77.06986880970366,PUEBLO LIBRE,Aceite usado
"Ca. José Castilla 149, Pueblo Libre 15084, Peru",-12.077166935820973,-77.07490442783676,PUEBLO LIBRE,RAEE
"Av. Manuel Cipriano Dulanto 1120, Pueblo Libre 15084, Peru",-12.078320517981536,-77.06673976488904,PUEBLO LIBRE,Reciclaje
"Av. Universitaria 298, Pueblo Libre 15084, Peru",-12.077051368521085,-77.08068275489637,PUEBLO LIBRE,Soterrado
"Ca. Isla San Lorenzo 125, Pueblo Libre 15084, Peru",-12.073965458932664,-77.05795354224553,PUEBLO LIBRE,Aceite usado
"Jr. Amazonas 460, Pueblo Libre 15086, Peru",-12.085570121071868,-77.0664300369709,PUEBLO LIBRE,Soterrado
"Jr. General José Ramón Pizarro 1400, Lima 15084, Peru",-12.077668773531451,-77.06548651914778,PUEBLO LIBRE,RAEE
"Jirón Huaraz 1939, Pueblo Libre 15084, Peru",-12.068812764248538,-77.05213895713995,PUEBLO LIBRE,RAEE
"Jr. Domingo Nieto 330, Pueblo Libre 15084, Peru",-12.076989934662627,-77.05845264192624,PUEBLO LIBRE,Soterrado
"WWGW+X3Q, Pueblo Libre 15084, Peru",-12.072526063936722,-77.05447344056343,PUEBLO LIBRE,Reciclaje
"Parque Sta. Maria Magdalena 135, Pueblo Libre 15084, Peru",-12.07570490296068,-77.07067921273253,PUEBLO LIBRE,Reciclaje
"Mama Ocllo 158, Pueblo Libre 15084, Peru",-12.06838983661178,-77.05277995582486,PUEBLO LIBRE,RAEE
"Parque Colmenares 121, Pueblo Libre 15084, Peru",-12.079366229175266,-77.06898620926306,PUEBLO LIBRE,Superficial
"Av. Simón Bolívar 1930, Pueblo Libre 15084, Peru",-12.070764998717133,-77.0743992382492,PUEBLO LIBRE,RAEE
"Figari 183, Pueblo Libre 15084, Peru",-12.078742003097288,-77.06490735843768,PUEBLO LIBRE,Soterrado
"Jiron Jose Manuel Prado Ugarteche 107, Pueblo Libre 15084, Peru",-12.076688174700047,-77.0563754869309,PUEBLO LIBRE,Superficial
"C. Manuel Belgrano 483, Pueblo Libre 15084, Peru",-12.067574778219914,-77.0584441410354,PUEBLO LIBRE,Aceite usado
"Jirón Carlos Cueto Fernandini 184, Pueblo Libre 15084, Peru",-12.068426190764262,-77.07549584463203,PUEBLO LIBRE,Aceite usado
"Parque El Carmen 1564, Pueblo Libre 15084, Peru",-12.073369482356354,-77.06960926862824,PUEBLO LIBRE,Superficial
"Av. Simón Bolívar 1401, Pueblo Libre 15084, Peru",-12.072268239302646,-77.0689379110507,PUEBLO LIBRE,Superficial
"Av. Mariano H. Cornejo 1365, Lima 15083, Peru",-12.067810022887558,-77.06444094735514,PUEBLO LIBRE,Reciclaje
"Jr San José 382, Pueblo Libre 15086, Peru",-12.083382014566531,-77.0647111388023,PUEBLO LIBRE,Reciclaje
"Jirón Martín Alonso De Meza 140, Pueblo Libre 15084, Peru",-12.077354259847366,-77.07591687794496,PUEBLO LIBRE,Superficial
"Av. Simón Bolívar 1873, Pueblo Libre 15084, Peru",-12.071475568074389,-77.07375400728566,PUEBLO LIBRE,Aceite usado
"Valencia 436, Pueblo Libre 15084, Peru",-12.06839869524915,-77.07091883627574,PUEBLO LIBRE,Reciclaje
"Jr. José Manuel Ugarteche 256a, Pueblo Libre 15084, Peru",-12.078024225529386,-77.05794114859499,PUEBLO LIBRE,Superficial
"Av. Colombia 708, Pueblo Libre 15084, Peru",-12.068047306621803,-77.05707994215845,PUEBLO LIBRE,RAEE
"C. Antonio Polo 385, Pueblo Libre 15084, Peru",-12.078935431167274,-77.05892586548612,PUEBLO LIBRE,Soterrado
"Parque Gral. Jose de San Martin 151, Pueblo Libre 15084, Peru",-12.070366822167792,-77.06207189648588,PUEBLO LIBRE,Superficial
"Jr. José Santiago Wagner 2461, Pueblo Libre 15084, Peru",-12.0816672893227,-77.06143147688614,PUEBLO LIBRE,Reciclaje
"Av. Colombia 507, Pueblo Libre 15084, Peru",-12.068363734752287,-77.05501497057413,PUEBLO LIBRE,Reciclaje
"Av. del Río 395, Pueblo Libre 15084, Peru",-12.071760468390064,-77.05520386551804,PUEBLO LIBRE,Superficial
"C. Benjamin Ugarteche 139, Pueblo Libre 15084, Peru",-12.078621535505768,-77.06370852115388,PUEBLO LIBRE,Reciclaje
"Av. Brasil 2474, Pueblo Libre 15084, Peru",-12.082574180642464,-77.06021112119015,PUEBLO LIBRE,RAEE
